,tave,tmin,tmax,heat_index,pr,wind_speed,rh,solar_rad,uv_rad,dentist_nearest,doctors_nearest,hospital_nearest,optician_nearest,pharmacy_nearest,pop_count_total,pop_density_mean,dentist_count,doctors_count,hospital_count,optician_count,pharmacy_count,case_total,tave-1.0,tave-2.0,tave-3.0,tmin-1.0,tmin-2.0,tmin-3.0,tmax-1.0,tmax-2.0,tmax-3.0,heat_index-1.0,heat_index-2.0,heat_index-3.0,pr-1.0,pr-2.0,pr-3.0,wind_speed-1.0,wind_speed-2.0,wind_speed-3.0,rh-1.0,rh-2.0,rh-3.0,solar_rad-1.0,solar_rad-2.0,solar_rad-3.0,uv_rad-1.0,uv_rad-2.0,uv_rad-3.0
46,29.339999999999996,26.389999999999997,33.296,32.715999999999994,0.6859999999999999,1.4,68.192,257.106,31.324,10000.0,10000.0,10000.0,9998.3,949.4799999999999,19963.57,43807.21,0.0,0.0,0.0,0.0,6.0,0.6,27.66333333333333,26.208,24.922,24.71166666666667,23.546,22.712,31.149999999999995,29.464,27.774,29.501666666666665,27.344,25.506,0.315,0.46799999999999997,0.286,2.2916666666666665,2.182,3.138,68.77,70.792,67.30799999999999,240.33166666666668,197.318,197.286,28.77,23.3,23.014
47,29.544,26.308,33.775999999999996,33.208,0.766,2.2039999999999997,68.334,259.226,31.7,10000.0,2208.15,700.0,10000.0,301.91,51419.3,11308.55,0.0,6.0,60.0,0.0,102.0,0.0,27.688333333333333,26.233999999999998,25.18,24.566666666666666,23.396,22.716,31.615,29.907999999999998,28.438,29.830000000000002,27.607999999999997,25.976,0.24,0.6940000000000001,0.49800000000000005,3.421666666666667,2.908,3.692,70.75166666666667,72.80199999999999,68.99600000000001,242.11166666666668,197.88,189.61999999999998,29.02333333333333,23.482,22.312
48,31.1,27.875999999999998,35.402,36.97,2.8280000000000003,1.826,68.73400000000001,257.642,31.518,10000.0,10000.0,883.1200000000001,1327.64,153.76,13262.429999999998,35130.87,0.0,0.0,12.4,6.2,105.4,0.0,29.936,28.05,26.607999999999997,26.77,24.98,23.82,34.066,31.873333333333335,30.206,33.962,30.40833333333333,28.101999999999997,0.742,0.28833333333333333,0.516,2.216,3.4250000000000003,2.912,67.84,70.28666666666668,72.24000000000001,257.746,240.57333333333335,196.138,31.582,28.911666666666665,23.314
49,30.354000000000003,27.212,34.348,35.584,2.678,1.19,70.604,256.008,31.351999999999997,10000.0,10000.0,10000.0,9998.3,949.4799999999999,19963.57,43807.21,0.0,0.0,0.0,0.0,6.2,0.2,29.339999999999996,27.66333333333333,26.208,26.389999999999997,24.71166666666667,23.546,33.296,31.149999999999995,29.464,32.715999999999994,29.501666666666665,27.344,0.6859999999999999,0.315,0.46799999999999997,1.4,2.2916666666666665,2.182,68.192,68.77,70.792,257.106,240.33166666666668,197.318,31.324,28.77,23.3
50,30.689999999999998,27.444,35.05800000000001,36.1,3.2939999999999996,1.812,69.376,259.716,31.68,10000.0,2208.15,700.0,10000.0,301.91,51419.3,11308.55,0.0,6.2,62.0,0.0,105.4,0.0,29.544,27.688333333333333,26.233999999999998,26.308,24.566666666666666,23.396,33.775999999999996,31.615,29.907999999999998,33.208,29.830000000000002,27.607999999999997,0.766,0.24,0.6940000000000001,2.2039999999999997,3.421666666666667,2.908,68.334,70.75166666666667,72.80199999999999,259.226,242.11166666666668,197.88,31.7,29.02333333333333,23.482
51,29.328333333333333,26.938333333333333,32.31666666666667,35.211666666666666,4.183333333333334,2.0883333333333334,79.06166666666667,204.09666666666666,25.826666666666668,10000.0,10000.0,883.12,1327.64,153.76,13262.43,35130.87,0.0,0.0,10.0,5.0,85.0,0.0,31.1,29.936,28.05,27.875999999999998,26.77,24.98,35.402,34.066,31.873333333333335,36.97,33.962,30.40833333333333,2.8280000000000003,0.742,0.28833333333333333,1.826,2.216,3.4250000000000003,68.73400000000001,67.84,70.28666666666668,257.642,257.746,240.57333333333335,31.518,31.582,28.911666666666665
52,28.58666666666667,26.246666666666666,31.426666666666666,33.83,4.465,1.8216666666666665,81.85166666666667,205.43666666666664,25.963333333333335,10000.0,10000.0,10000.0,9998.3,949.48,19963.57,43807.21,0.0,0.0,0.0,0.0,5.0,0.0,30.354000000000003,29.339999999999996,27.66333333333333,27.212,26.389999999999997,24.71166666666667,34.348,33.296,31.149999999999995,35.584,32.715999999999994,29.501666666666665,2.678,0.6859999999999999,0.315,1.19,1.4,2.2916666666666665,70.604,68.192,68.77,256.008,257.106,240.33166666666668,31.351999999999997,31.324,28.77
53,29.021666666666665,26.62,32.08166666666667,34.485,4.609999999999999,2.0566666666666666,79.58833333333332,206.06499999999997,25.95,10000.0,2208.15,700.0,10000.0,301.91,51419.30000000001,11308.549999999997,0.0,5.0,50.0,0.0,85.0,0.16666666666666666,30.689999999999998,29.544,27.688333333333333,27.444,26.308,24.566666666666666,35.05800000000001,33.775999999999996,31.615,36.1,33.208,29.830000000000002,3.2939999999999996,0.766,0.24,1.812,2.2039999999999997,3.421666666666667,69.376,68.334,70.75166666666667,259.716,259.226,242.11166666666668,31.68,31.7,29.02333333333333
54,27.672000000000004,26.01,29.832,31.889999999999997,12.242,3.0620000000000003,84.75999999999999,181.448,23.05,10000.0,10000.0,883.1200000000001,1327.64,153.76,13262.429999999998,35130.87,0.0,0.0,12.4,6.2,105.4,0.0,29.328333333333333,31.1,29.936,26.938333333333333,27.875999999999998,26.77,32.31666666666667,35.402,34.066,35.211666666666666,36.97,33.962,4.183333333333334,2.8280000000000003,0.742,2.0883333333333334,1.826,2.216,79.06166666666667,68.73400000000001,67.84,204.09666666666666,257.642,257.746,25.826666666666668,31.518,31.582
55,27.169999999999998,25.491999999999997,29.272000000000002,30.802,12.542,2.586,86.56800000000001,182.998,23.174,10000.0,10000.0,10000.0,9998.3,949.4799999999999,19963.57,43807.21,0.0,0.0,0.0,0.0,6.2,0.4,28.58666666666667,30.354000000000003,29.339999999999996,26.246666666666666,27.212,26.389999999999997,31.426666666666666,34.348,33.296,33.83,35.584,32.715999999999994,4.465,2.678,0.6859999999999999,1.8216666666666665,1.19,1.4,81.85166666666667,70.604,68.192,205.43666666666664,256.008,257.106,25.963333333333335,31.351999999999997,31.324
56,27.415999999999997,25.727999999999998,29.654000000000003,31.298000000000002,11.198,3.008,85.216,183.176,23.163999999999998,10000.0,2208.15,700.0,10000.0,301.91,51419.3,11308.55,0.0,6.2,62.0,0.0,105.4,0.0,29.021666666666665,30.689999999999998,29.544,26.62,27.444,26.308,32.08166666666667,35.05800000000001,33.775999999999996,34.485,36.1,33.208,4.609999999999999,3.2939999999999996,0.766,2.0566666666666666,1.812,2.2039999999999997,79.58833333333332,69.376,68.334,206.06499999999997,259.716,259.226,25.95,31.68,31.7
57,27.924,26.110000000000003,30.338,32.272000000000006,12.815999999999999,3.084,83.014,193.51,24.734,10000.0,10000.0,883.1200000000001,1327.64,153.76,13262.429999999998,35130.87,0.0,0.0,12.4,6.2,105.4,0.0,27.672000000000004,29.328333333333333,31.1,26.01,26.938333333333333,27.875999999999998,29.832,32.31666666666667,35.402,31.889999999999997,35.211666666666666,36.97,12.242,4.183333333333334,2.8280000000000003,3.0620000000000003,2.0883333333333334,1.826,84.75999999999999,79.06166666666667,68.73400000000001,181.448,204.09666666666666,257.642,23.05,25.826666666666668,31.518
58,27.424,25.554,29.838,31.272000000000002,13.492,2.5,85.074,189.23200000000003,23.992,10000.0,10000.0,10000.0,9998.3,949.4799999999999,19963.57,43807.21,0.0,0.0,0.0,0.0,6.2,1.6,27.169999999999998,28.58666666666667,30.354000000000003,25.491999999999997,26.246666666666666,27.212,29.272000000000002,31.426666666666666,34.348,30.802,33.83,35.584,12.542,4.465,2.678,2.586,1.8216666666666665,1.19,86.56800000000001,81.85166666666667,70.604,182.998,205.43666666666664,256.008,23.174,25.963333333333335,31.351999999999997
59,27.686,25.822000000000003,30.194,31.703999999999997,12.241999999999999,3.026,83.334,196.1,24.956,10000.0,2208.15,700.0,10000.0,301.91,51419.3,11308.55,0.0,6.2,62.0,0.0,105.4,0.6,27.415999999999997,29.021666666666665,30.689999999999998,25.727999999999998,26.62,27.444,29.654000000000003,32.08166666666667,35.05800000000001,31.298000000000002,34.485,36.1,11.198,4.609999999999999,3.2939999999999996,3.008,2.0566666666666666,1.812,85.216,79.58833333333332,69.376,183.176,206.06499999999997,259.716,23.163999999999998,25.95,31.68
60,27.85,25.85,30.377999999999997,31.968,14.588,1.9579999999999997,82.20599999999999,192.424,23.992,10000.0,10000.0,883.1200000000001,1327.64,153.76,13262.429999999998,35130.87,0.0,0.0,12.0,6.0,102.0,0.0,27.924,27.672000000000004,29.328333333333333,26.110000000000003,26.01,26.938333333333333,30.338,29.832,32.31666666666667,32.272000000000006,31.889999999999997,35.211666666666666,12.815999999999999,12.242,4.183333333333334,3.084,3.0620000000000003,2.0883333333333334,83.014,84.75999999999999,79.06166666666667,193.51,181.448,204.09666666666666,24.734,23.05,25.826666666666668
61,27.506,25.470000000000002,29.871999999999996,31.27,13.307999999999998,1.706,83.63199999999999,194.116,23.986,10000.0,10000.0,10000.0,9998.3,949.4799999999999,19963.57,43807.21,0.0,0.0,0.0,0.0,6.0,0.2,27.424,27.169999999999998,28.58666666666667,25.554,25.491999999999997,26.246666666666666,29.838,29.272000000000002,31.426666666666666,31.272000000000002,30.802,33.83,13.492,12.542,4.465,2.5,2.586,1.8216666666666665,85.074,86.56800000000001,81.85166666666667,189.23200000000003,182.998,205.43666666666664,23.992,23.174,25.963333333333335
62,27.607999999999997,25.544,30.254,31.434000000000005,14.906,1.9280000000000002,82.63,194.064,24.118000000000002,10000.0,2208.15,700.0,10000.0,301.91,51419.3,11308.55,0.0,6.0,60.0,0.0,102.0,0.6,27.686,27.415999999999997,29.021666666666665,25.822000000000003,25.727999999999998,26.62,30.194,29.654000000000003,32.08166666666667,31.703999999999997,31.298000000000002,34.485,12.241999999999999,11.198,4.609999999999999,3.026,3.008,2.0566666666666666,83.334,85.216,79.58833333333332,196.1,183.176,206.06499999999997,24.956,23.163999999999998,25.95
