,year,week,month,adm3_pcode,adm3_en,tave,tmin,tmax,heat_index,pr,wind_speed,rh,solar_rad,uv_rad,clinic_nearest,dentist_nearest,doctors_nearest,hospital_nearest,optician_nearest,pharmacy_nearest,pop_count_total,pop_density_mean,clinic_count,dentist_count,doctors_count,hospital_count,optician_count,pharmacy_count,case_total
0,2008,1,1,PH137401000,City of Mandaluyong,25.845000000000002,23.536666666666665,29.196666666666665,27.045,0.0,4.388333333333334,73.95666666666666,179.38333333333333,20.975,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,
1,2008,1,1,PH137503000,City of Navotas,25.436666666666664,23.40833333333333,28.186666666666664,26.361666666666665,0.0,3.716666666666666,72.86833333333334,186.23333333333332,21.693333333333328,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,
2,2008,1,1,PH137603000,City of Muntinlupa,25.489900827627398,23.19052495089445,28.79678021129211,26.600326261623493,0.0,4.369778601803954,74.70525411112787,179.4134047947775,20.966682361728214,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,
3,2008,1,12,PH137401000,City of Mandaluyong,26.446666666666665,24.630000000000006,28.93,28.196666666666665,0.38187379061116655,2.973333333333333,76.72666666666667,132.4033333333333,16.14333333333333,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2008,1,12,PH137503000,City of Navotas,26.15666666666666,24.51333333333333,28.40333333333333,27.55666666666666,0.9890097885731453,2.7999999999999994,74.99,135.87666666666664,16.266666666666662,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2008,1,12,PH137603000,City of Muntinlupa,26.110122225823442,24.311370472357552,28.571701735984394,27.719362193531595,2.908025050849447,3.0373151661932636,77.65184396982123,132.169159825066,16.098546050331382,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2008,2,1,PH137401000,City of Mandaluyong,26.40428571428571,24.158571428571427,29.340000000000003,28.264285714285712,5.737461851789675,2.7928571428571427,80.03428571428572,140.7642857142857,17.205714285714283,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2008,2,1,PH137503000,City of Navotas,26.091428571428576,23.90571428571429,28.78428571428572,27.651428571428575,3.304952132454102,2.2471428571428578,79.06857142857143,141.72857142857146,17.23428571428572,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2008,2,1,PH137603000,City of Muntinlupa,26.07413945672848,23.84761972087217,29.0378229436644,27.799229192012405,4.931103947973333,2.84221455677766,80.64522081547969,142.12161459709995,17.31978475344171,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2008,3,1,PH137401000,City of Mandaluyong,26.39714285714286,24.76428571428571,28.91285714285714,28.205714285714283,0.0,3.468571428571429,79.08857142857143,156.09285714285716,19.80714285714286,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2008,3,1,PH137503000,City of Navotas,26.44571428571429,24.652857142857147,28.91142857142858,28.168571428571433,0.0,3.248571428571429,77.70000000000002,159.58142857142863,19.99428571428572,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2008,3,1,PH137603000,City of Muntinlupa,26.11635401350614,24.4736253878649,28.656198590470463,27.805919232958104,1.7344320812162015,3.5486401222647115,79.83167471593035,156.87599477706272,19.842789878307677,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2008,4,1,PH137401000,City of Mandaluyong,26.725714285714286,24.805714285714284,29.281428571428574,28.941428571428574,0.0,3.7271428571428573,80.63571428571429,173.4714285714286,20.43285714285714,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2008,4,1,PH137503000,City of Navotas,26.727142857142862,24.535714285714292,29.294285714285717,28.85714285714287,0.0,2.7,79.06142857142859,170.04428571428576,20.125714285714288,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2008,4,1,PH137603000,City of Muntinlupa,26.444377026367345,24.5057308922196,29.05712654594534,28.507083328928026,0.0,3.793501158080442,81.33823481051634,174.28856797966827,20.461374759789003,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2008,5,1,PH137401000,City of Mandaluyong,27.197499999999998,24.619999999999994,30.720000000000006,29.512500000000006,0.0,3.215000000000002,78.29750000000001,212.44250000000008,25.705000000000002,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2008,5,1,PH137503000,City of Navotas,27.26,24.3675,30.717499999999998,29.4325,0.0,2.125,76.80250000000001,207.41499999999996,25.347499999999993,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2008,5,1,PH137603000,City of Muntinlupa,26.90766229714452,24.28985374244277,30.481027854268163,29.067186443294897,0.0,3.2917781994319153,78.84550439844531,214.4761625574529,25.808650569233087,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2008,5,2,PH137401000,City of Mandaluyong,27.333333333333332,24.89,30.486666666666665,29.766666666666666,0.0,2.8100000000000005,76.69333333333333,206.93000000000004,24.416666666666664,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,
19,2008,5,2,PH137503000,City of Navotas,27.27666666666666,25.129999999999995,30.20666666666666,29.443333333333328,0.0,2.0866666666666664,75.52333333333333,202.27999999999994,24.236666666666665,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,
20,2008,5,2,PH137603000,City of Muntinlupa,27.013424169033684,24.57520938232915,30.23841715517014,29.253532367130028,0.0,2.8854985627747167,77.3702611249914,208.418217432322,24.51519868927096,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,
21,2008,6,2,PH137401000,City of Mandaluyong,27.02142857142857,24.54714285714286,30.372857142857146,29.16142857142857,0.0,2.1399999999999997,76.41,202.58571428571432,24.687142857142856,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2008,6,2,PH137503000,City of Navotas,26.698571428571434,24.40285714285715,29.53,28.525714285714294,0.0,1.854285714285715,76.39000000000003,204.9628571428572,24.822857142857146,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2008,6,2,PH137603000,City of Muntinlupa,26.673733011144048,24.176413837028758,30.084390479277236,28.6481114666552,0.0,2.152065145625016,77.02312876403488,203.32113975313004,24.692078598534916,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2008,7,2,PH137401000,City of Mandaluyong,25.669999999999998,23.752857142857142,28.27428571428571,26.665714285714284,0.46633581532845514,4.677142857142857,72.32285714285715,150.0314285714286,18.74285714285714,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2008,7,2,PH137503000,City of Navotas,25.30571428571429,23.570000000000004,27.590000000000007,26.098571428571436,0.31025321071072776,4.247142857142858,71.29857142857145,162.34142857142862,20.125714285714288,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2008,7,2,PH137603000,City of Muntinlupa,25.30694879982909,23.39199960552715,27.880523234342036,26.223142807560322,0.8707206676434914,4.623946533250745,73.1334155625741,149.6080516431326,18.643593899305888,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2008,8,2,PH137401000,City of Mandaluyong,25.822857142857142,24.16,28.26714285714286,27.23428571428571,1.1043606159252448,4.821428571428571,77.82142857142858,140.09714285714284,17.655714285714286,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2008,8,2,PH137503000,City of Navotas,25.448571428571434,23.584285714285723,27.884285714285717,26.582857142857147,0.9707959038447204,4.158571428571429,76.23428571428573,148.1971428571429,18.537142857142857,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2008,8,2,PH137603000,City of Muntinlupa,25.545358793481796,23.880856403493972,28.001709653392528,26.865201941302296,2.5382612022818183,4.840074705576322,78.62376075549213,139.93645705404612,17.599775883271036,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2008,9,2,PH137401000,City of Mandaluyong,25.76,24.234,28.130000000000003,27.328000000000003,0.41842715392703467,3.5100000000000002,81.56000000000002,131.538,16.562,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2008,9,2,PH137503000,City of Navotas,25.629999999999992,23.901999999999994,28.168,27.054,0.0,3.1859999999999995,80.16599999999998,134.076,16.679999999999996,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2008,9,2,PH137603000,City of Muntinlupa,25.50125746791445,23.977560813897412,27.921931079539522,26.975588064607514,0.0,3.5844748534489597,82.21491804115426,132.53841993859788,16.611138047636434,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2008,9,3,PH137401000,City of Mandaluyong,26.054999999999993,23.704999999999995,28.84999999999999,27.630000000000003,0.0,2.2349999999999994,77.35999999999999,162.36999999999998,20.864999999999995,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,
34,2008,9,3,PH137503000,City of Navotas,25.8,23.755,28.245000000000005,27.05,0.0,2.1599999999999997,75.74499999999999,158.31499999999997,19.79,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,
35,2008,9,3,PH137603000,City of Muntinlupa,25.826584856690058,23.49194049657644,28.723315970937346,27.34208175213032,1.5981196805863576,2.3136976544177132,78.10666798947538,164.37774991514462,21.11452914815373,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,
36,2008,10,3,PH137401000,City of Mandaluyong,25.80714285714286,23.662857142857145,28.67857142857143,26.88142857142857,1.5468604044991474,5.329999999999999,70.17285714285715,219.16285714285715,26.91857142857143,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2008,10,3,PH137503000,City of Navotas,25.63857142857143,23.66571428571429,28.260000000000005,26.535714285714292,1.2704748124402758,4.6000000000000005,68.86714285714287,228.45571428571432,27.80571428571429,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2008,10,3,PH137603000,City of Muntinlupa,25.515385699301586,23.366164243623817,28.412041393400642,26.524958359780396,0.47185725259497163,5.269674271874924,70.89786271177853,218.67367032933387,26.817114522179264,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2008,11,3,PH137401000,City of Mandaluyong,27.614285714285714,24.75,31.19428571428571,30.31428571428571,0.0,2.8571428571428568,76.72428571428573,228.12714285714287,27.044285714285714,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2008,11,3,PH137503000,City of Navotas,27.561428571428575,24.720000000000002,30.864285714285714,29.96285714285714,0.0,2.1028571428571436,74.9814285714286,230.52857142857144,27.651428571428575,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2008,11,3,PH137603000,City of Muntinlupa,27.310463410819423,24.411079091079117,30.942562903291083,29.828389395023738,0.0,2.9021129453815506,77.37470674661608,229.54150697382082,27.11887025087672,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2008,12,3,PH137401000,City of Mandaluyong,28.628571428571426,25.514285714285716,32.38428571428572,32.28857142857143,0.0,2.8914285714285715,75.19000000000001,245.90428571428572,29.74,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2008,12,3,PH137503000,City of Navotas,28.28714285714286,25.375714285714288,31.69285714285715,31.448571428571434,0.45836851843066573,1.8128571428571432,74.72285714285715,244.63571428571433,29.848571428571436,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2008,12,3,PH137603000,City of Muntinlupa,28.23535736433798,25.106812841586336,32.05523628814894,31.571243679593255,0.0,2.900751638502447,75.87771330062589,247.4881102854241,29.81732661514215,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2008,13,3,PH137401000,City of Mandaluyong,28.82857142857143,25.858571428571427,32.38285714285714,32.92571428571429,0.0,1.7285714285714284,75.43285714285715,248.40571428571428,29.28,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2008,13,3,PH137503000,City of Navotas,28.330000000000005,25.482857142857153,31.801428571428573,31.744285714285724,0.41721236437076853,1.0157142857142858,75.34428571428572,247.51714285714294,29.492857142857147,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2008,13,3,PH137603000,City of Muntinlupa,28.445228847122088,25.43958182595727,32.132779578993194,32.186449908326985,0.4179332866917181,1.7302166757021127,76.1457975661535,250.43320716642714,29.42971748889224,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2008,14,3,PH137401000,City of Mandaluyong,29.509999999999994,26.23999999999999,33.129999999999995,34.07999999999999,0.0,1.7999999999999998,73.79,248.97999999999993,30.409999999999997,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2008,14,3,PH137503000,City of Navotas,28.85000000000001,26.26000000000001,33.47,32.78,0.0,0.8700000000000002,74.62000000000002,246.76000000000002,31.490000000000002,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2008,14,3,PH137603000,City of Muntinlupa,29.068525353266487,25.76781407349372,32.815209382329144,33.18553397661818,0.0,1.8422280096875534,74.27370265642107,250.29674612025732,30.390805450142018,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2008,14,4,PH137401000,City of Mandaluyong,29.19,26.34,32.593333333333334,33.75666666666666,0.10499412424785955,3.736666666666667,74.92833333333334,243.70999999999998,29.883333333333333,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,
52,2008,14,4,PH137503000,City of Navotas,28.836666666666662,25.943333333333328,31.959999999999994,32.70166666666667,0.13033614814111988,2.563333333333333,74.03666666666666,242.23,29.904999999999998,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,
53,2008,14,4,PH137603000,City of Muntinlupa,28.783715361339453,25.954829366183233,32.172332873115,32.92618247614479,0.9605075289507962,3.7059553868939017,75.62829458482098,244.98259865558407,29.93259934463549,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,
54,2008,15,4,PH137401000,City of Mandaluyong,30.078571428571422,26.57571428571428,34.285714285714285,34.72142857142857,0.1605695629727898,2.821428571428571,70.38714285714285,269.12571428571425,32.05428571428571,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2008,15,4,PH137503000,City of Navotas,29.51857142857143,26.368571428571435,33.17,33.51285714285715,0.46606865329745933,1.7071428571428575,70.66714285714286,271.6771428571428,32.24571428571429,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2008,15,4,PH137603000,City of Muntinlupa,29.64751668033225,26.126561819037587,33.86836993023081,33.86425481634226,0.17318039914674282,2.8082665943831007,71.099534864729,270.29658182705106,32.14696796931425,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2008,16,4,PH137401000,City of Mandaluyong,29.28,26.49857142857143,32.802857142857135,33.54571428571429,0.8597035743001796,4.184285714285714,73.21285714285715,242.76142857142855,29.75285714285714,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2008,16,4,PH137503000,City of Navotas,29.021428571428576,26.212857142857153,32.35428571428572,32.64714285714286,1.220027705299113,2.698571428571429,71.78428571428573,242.19714285714292,30.151428571428575,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2008,16,4,PH137603000,City of Muntinlupa,28.885140688635868,26.10316370149707,32.3860612030839,32.759834572957615,1.7508596336506497,4.129444143262917,73.93347538609669,243.83851702631637,29.748469817175327,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2008,17,4,PH137401000,City of Mandaluyong,29.704285714285714,26.685714285714287,33.57714285714286,34.52142857142857,1.688032083752504,2.957142857142857,72.59714285714286,258.3228571428571,31.404285714285713,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2008,17,4,PH137503000,City of Navotas,29.38142857142857,26.570000000000004,32.931428571428576,33.39142857142858,0.6281218274111677,1.9700000000000006,71.06,259.09285714285716,31.58714285714286,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,2008,17,4,PH137603000,City of Muntinlupa,29.283102448830643,26.26836993023081,33.12963563759684,33.6609643220809,0.032649402949650755,2.9445292958076146,73.33256832455858,259.1487712024604,31.439384319740316,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2008,18,4,PH137401000,City of Mandaluyong,29.090000000000003,26.313333333333333,32.870000000000005,33.82333333333333,18.64490067180905,3.013333333333333,75.91666666666667,225.99666666666667,28.186666666666667,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2008,18,4,PH137503000,City of Navotas,28.89999999999999,25.873333333333328,32.77333333333333,33.126666666666665,18.02441507345383,1.6199999999999999,74.48666666666665,229.51,28.793333333333333,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2008,18,4,PH137603000,City of Muntinlupa,28.66260135649567,25.905129239686985,32.42724571660929,33.010764056012235,21.528755496461592,2.958308957073794,77.08497493468899,227.40170771627072,28.26216522944138,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2008,18,5,PH137401000,City of Mandaluyong,28.8725,26.5,32.82250000000001,33.927499999999995,10.927387543405462,0.7650000000000001,79.14999999999999,215.78750000000002,27.772500000000004,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,
67,2008,18,5,PH137503000,City of Navotas,28.397499999999994,25.919999999999998,32.01,32.9775,11.369015109824945,0.585,80.94500000000001,220.87249999999997,28.2375,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,
68,2008,18,5,PH137603000,City of Muntinlupa,28.55674965483625,26.160256467513776,32.534581752130315,33.227858657676684,11.489583653402002,0.7726778199431916,79.85731916226655,217.38832545815546,27.879029751711784,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,
69,2008,19,5,PH137401000,City of Mandaluyong,28.495714285714282,26.082857142857144,31.838571428571427,33.44857142857143,12.34698880009694,1.3014285714285712,81.04857142857142,240.53571428571428,29.47,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2008,19,5,PH137503000,City of Navotas,28.06428571428572,25.39285714285715,31.535714285714295,32.608571428571445,12.27636073817544,0.912857142857143,82.63000000000001,243.56571428571436,29.847142857142863,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2008,19,5,PH137603000,City of Muntinlupa,28.2390557333276,25.782873749362455,31.706951658116726,32.852443551553634,10.025249030132699,1.2805887744399087,81.51143428800383,242.31916217537568,29.62245956744338,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2008,20,5,PH137401000,City of Mandaluyong,27.22142857142857,25.731428571428573,29.4,30.461428571428574,15.711627135245802,2.8614285714285717,82.00428571428571,128.79285714285714,17.01,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73,2008,20,5,PH137503000,City of Navotas,26.774285714285714,25.285714285714292,28.88142857142857,29.53857142857144,13.256254986343892,2.551428571428572,83.81571428571431,121.83857142857146,16.160000000000004,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2008,20,5,PH137603000,City of Muntinlupa,26.966415266172575,25.433090425064563,29.23163637696002,29.938788399581323,15.225565144348995,2.8016512590137235,82.50718292056477,131.61006864629823,17.254593406761675,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2008,21,5,PH137401000,City of Mandaluyong,27.70714285714286,25.481428571428573,30.414285714285718,31.620000000000005,7.9370399715237445,1.45,82.53571428571429,213.54285714285712,27.180000000000003,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2008,21,5,PH137503000,City of Navotas,27.168571428571433,24.712857142857146,29.80571428571429,30.531428571428584,6.534933020677317,0.9571428571428573,83.94571428571429,219.3314285714286,27.854285714285716,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2008,21,5,PH137603000,City of Muntinlupa,27.463097866091417,25.233544670405536,30.34957266047883,31.082552603976602,7.33733264525406,1.427514955880654,82.92563785568639,215.25884990016047,27.274875917869444,,,,,,,49608.985460069445,10734.906444695982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2008,22,5,PH137401000,City of Mandaluyong,28.23,26.03166666666667,30.976666666666667,32.50666666666667,8.546670127322688,1.77,80.14166666666667,239.56666666666666,28.585,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,2008,22,5,PH137503000,City of Navotas,27.924999999999997,25.85166666666666,30.411666666666665,31.983333333333327,8.180353337444847,1.3566666666666665,81.58999999999997,244.82499999999996,29.444999999999993,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2008,22,5,PH137603000,City of Muntinlupa,27.96063648365971,25.702160227438036,30.80903426457366,31.90907634775493,7.412840338264732,1.7271321719838477,80.62856841473075,240.45217523344814,28.62338909971597,,,,,,,49608.985460069445,10734.906444695984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2008,22,6,PH137401000,City of Mandaluyong,29.26,26.44,32.48,33.37,0.0,1.4199999999999997,72.3,282.00999999999993,33.88,,,,,,,11544.901089138455,31300.004557291668,0.0,0.0,0.0,0.0,0.0,0.0,
82,2008,22,6,PH137503000,City of Navotas,28.559999999999995,24.69000000000001,31.610000000000003,32.11,0.0,0.9400000000000001,73.60000000000001,291.33000000000004,35.00000000000001,,,,,,,19420.567766462053,42940.326171875,0.0,0.0,0.0,0.0,0.0,0.0,
