tave,tmin,tmax,heat_index,pr,wind_speed,rh,solar_rad,uv_rad,dentist_nearest,doctors_nearest,hospital_nearest,optician_nearest,pharmacy_nearest,pop_count_total,pop_density_mean,dentist_count,doctors_count,hospital_count,optician_count,pharmacy_count,case_total
28.41,26.02,32.00,33.10,7.92,1.31,80.88,216.80,27.33,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,6.00
28.05,26.31,30.55,32.80,7.57,2.92,83.75,185.20,23.75,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,33.00
27.61,25.76,30.13,31.95,5.35,2.37,85.82,183.02,23.24,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,3.00
27.79,26.03,30.41,32.19,5.34,2.86,84.16,188.50,24.06,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,15.00
28.10,26.18,30.94,32.77,16.36,1.14,82.52,184.41,24.34,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,22.00
27.78,25.60,30.45,32.14,19.04,0.82,83.98,182.73,23.63,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,3.00
27.87,25.91,30.82,32.22,15.50,1.13,82.99,186.48,24.53,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,17.00
27.02,25.88,28.72,30.49,16.78,3.64,86.86,139.70,18.03,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,15.00,5.00,15.00,5.00,100.00,23.00
26.51,25.43,28.26,29.40,21.67,3.15,88.97,148.04,18.65,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,10.00,2.00
26.78,25.60,28.57,29.94,14.34,3.59,87.23,142.16,18.23,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,20.00,5.00,45.00,15.00,130.00,6.00
27.88,25.64,30.53,32.27,2.39,1.68,83.77,194.93,24.07,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,6.00,2.00,6.00,2.00,40.00,0.00
27.69,25.37,30.48,31.73,2.97,0.97,83.91,203.72,25.60,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,4.00,0.00
27.64,25.32,30.45,31.75,4.13,1.67,84.30,196.47,24.09,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,8.00,2.00,18.00,6.00,52.00,0.00
27.48,25.80,29.79,31.42,11.02,1.29,84.33,135.37,17.80,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,19.00
27.06,25.33,29.38,30.60,12.85,1.30,85.96,132.05,17.27,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,6.00
27.23,25.55,29.63,30.87,10.68,1.28,84.87,137.35,17.95,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,6.00
27.53,25.86,29.77,31.43,11.89,1.85,84.24,121.25,15.93,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,26.00
27.21,25.50,29.50,30.73,10.95,1.75,85.79,121.78,16.25,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,1.00
27.29,25.60,29.64,30.88,12.06,1.82,84.60,123.38,16.10,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,15.00
28.42,26.64,30.92,33.35,8.00,2.51,81.91,167.40,21.15,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,18.00
28.04,26.08,30.46,32.56,8.68,2.03,83.10,164.72,20.56,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,0.00
28.16,26.30,30.81,32.73,7.90,2.46,82.43,169.40,21.32,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,9.00
28.92,26.79,31.65,33.57,1.63,3.03,76.68,208.99,25.54,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,20.00
29.23,26.86,31.93,33.97,1.30,2.26,75.18,208.58,25.42,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,7.00
28.62,26.47,31.40,32.94,2.99,3.09,77.30,210.21,25.63,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,13.00
28.68,26.46,31.51,32.88,10.09,3.11,76.29,215.16,25.06,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,3.00,1.00,3.00,1.00,20.00,17.00
28.79,26.54,31.61,32.93,12.29,3.00,75.39,215.63,25.06,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,2.00,4.00
28.38,26.15,31.21,32.25,5.97,3.17,76.90,215.49,25.05,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,4.00,1.00,9.00,3.00,26.00,5.00
27.68,26.04,30.06,31.26,6.50,2.25,80.10,168.04,20.92,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,18.00,6.00,18.00,6.00,120.00,0.00
27.64,26.01,29.98,31.06,6.96,2.00,80.06,170.76,21.30,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,12.00,0.00
27.39,25.74,29.80,30.65,13.72,2.31,80.60,169.12,20.95,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,24.00,6.00,54.00,18.00,156.00,0.00
27.68,25.43,30.78,30.09,0.00,2.78,71.95,204.57,24.51,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,24.00
27.74,25.66,30.48,30.04,0.00,2.22,70.96,206.30,24.63,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,2.00
27.34,25.09,30.45,29.54,0.00,2.85,72.59,205.50,24.55,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,11.00
28.25,26.46,30.77,32.43,4.50,3.37,79.01,169.13,20.79,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,15.00
28.12,26.37,30.40,31.88,7.22,2.49,77.96,168.97,20.46,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,8.00
27.91,26.13,30.44,31.71,13.24,3.40,79.75,170.11,20.89,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,6.00
27.85,25.88,30.64,31.09,3.34,3.42,78.19,156.64,18.76,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,18.00
27.64,25.73,30.13,30.50,4.69,2.58,77.39,161.88,19.49,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,6.00
27.49,25.52,30.29,30.42,12.95,3.42,78.90,156.97,18.76,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,0.00
28.21,26.17,31.25,32.22,0.00,3.49,79.21,193.15,23.01,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,9.00,3.00,9.00,3.00,60.00,13.00
28.23,26.18,30.99,32.04,0.00,2.61,77.78,189.29,22.27,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,6.00,0.00
27.92,25.81,31.03,31.62,0.00,3.51,79.88,194.42,23.15,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,12.00,3.00,27.00,9.00,78.00,0.00
27.95,26.04,30.57,31.32,0.00,3.53,77.12,182.52,22.17,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,12.00,4.00,12.00,4.00,80.00,0.00
28.02,26.18,30.43,31.22,0.00,3.13,75.55,183.18,22.23,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,8.00,0.00
27.64,25.74,30.24,30.71,5.68,3.60,77.79,183.47,22.23,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,16.00,4.00,36.00,12.00,104.00,0.00
27.78,25.96,30.32,31.20,1.23,2.25,79.30,151.11,18.04,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,12.00
27.83,25.91,30.47,31.18,1.78,2.07,78.78,151.66,18.42,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,6.00
27.47,25.63,30.06,30.62,4.14,2.29,80.09,151.76,18.05,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,1.00
26.61,25.36,28.43,29.10,7.31,2.94,82.37,86.49,11.39,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,14.00
26.54,25.15,28.36,28.87,5.79,2.75,81.37,91.47,11.88,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,3.00
26.33,25.08,28.15,28.58,16.20,2.95,83.08,87.22,11.44,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,2.00
27.49,25.56,30.27,30.17,1.03,3.36,76.36,180.82,21.32,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,21.00,7.00,21.00,7.00,140.00,5.00
27.56,25.58,30.24,30.10,0.92,3.13,74.76,185.80,21.82,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,14.00,3.00
27.22,25.29,30.00,29.69,3.78,3.46,77.01,180.87,21.30,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,28.00,7.00,63.00,21.00,182.00,2.00
27.49,25.68,30.04,30.69,6.15,3.29,79.86,158.91,19.36,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,18.00,6.00,18.00,6.00,120.00,3.00
27.46,25.64,29.91,30.44,5.19,2.83,78.35,154.29,19.08,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,12.00,1.00
27.22,25.37,29.84,30.18,18.77,3.31,80.54,160.33,19.44,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,24.00,6.00,54.00,18.00,156.00,0.00
26.84,24.98,29.43,29.18,1.52,4.02,80.54,177.58,21.18,701.26,1049.26,807.06,1327.64,130.30,13870.59,36432.90,9.00,3.00,9.00,3.00,60.00,0.00
26.92,24.77,29.62,29.22,2.20,2.87,78.82,175.73,20.88,9939.54,9939.38,9976.98,9998.30,935.89,20302.29,44639.47,0.00,0.00,0.00,0.00,6.00,0.00
26.58,24.70,29.24,28.77,3.61,4.07,81.13,179.14,21.32,1261.72,2208.15,637.01,1102.21,204.64,52019.99,11426.42,12.00,3.00,27.00,9.00,78.00,0.00
26.92,25.02,29.60,28.85,0.97,3.74,74.21,183.56,21.34,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,19.00
26.84,25.00,29.25,28.54,0.42,3.20,72.69,186.87,21.64,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,8.00
26.62,24.71,29.30,28.39,1.65,3.80,74.85,184.20,21.36,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,8.00
26.56,24.83,28.87,28.45,3.11,3.12,78.65,133.03,17.14,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,11.00
26.47,24.63,28.71,28.16,1.53,2.67,77.48,139.13,17.61,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,9.00
26.29,24.54,28.64,28.04,4.77,3.19,79.32,133.73,17.17,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,8.00
26.35,24.54,29.06,27.55,1.70,4.62,69.76,185.67,22.38,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,7.00
26.13,24.46,28.54,27.14,1.31,3.77,68.76,193.37,23.13,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,4.00
26.06,24.26,28.75,27.16,0.16,4.62,70.34,185.38,22.32,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,7.00
25.71,24.12,27.98,27.05,0.80,4.40,79.01,163.98,19.65,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,6.00
25.52,24.06,27.63,26.69,0.42,3.25,77.79,165.05,19.47,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,4.00
25.42,23.81,27.73,26.67,0.01,4.41,79.54,165.76,19.81,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,5.00
27.18,25.35,29.68,29.88,0.00,2.26,78.59,131.55,17.57,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,8.00,2.00,6.00,2.00,62.00,5.00
27.13,25.11,29.77,29.72,0.00,2.06,77.50,133.35,17.63,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,6.00,6.00
26.96,25.13,29.51,29.48,5.30,2.35,79.19,133.71,17.73,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,18.00,6.00,16.00,12.00,70.00,5.00
26.49,24.51,29.41,28.26,1.99,3.37,75.94,191.34,22.72,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,20.00,5.00,15.00,5.00,155.00,0.00
26.30,24.46,29.09,27.85,1.46,2.73,75.28,188.26,22.36,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,15.00,0.00
26.22,24.21,29.19,27.87,1.65,3.41,76.43,192.97,22.85,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,45.00,15.00,40.00,30.00,175.00,0.00
25.98,23.92,29.06,27.18,0.00,3.75,72.72,191.80,22.36,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,4.00
25.79,23.94,28.56,26.84,0.00,3.04,72.02,198.12,22.88,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,3.00
25.66,23.58,28.77,26.78,0.00,3.74,73.30,193.21,22.47,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,7.00
25.56,23.60,28.30,26.70,0.25,4.81,71.43,177.41,21.54,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,8.00
24.74,22.91,26.99,25.43,0.08,3.76,70.76,178.60,21.66,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,5.00
25.24,23.30,28.00,26.28,0.24,4.78,71.98,178.39,21.61,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,7.00
27.88,25.20,31.60,30.77,0.00,3.41,75.53,201.32,24.58,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,5.00
27.30,24.74,30.69,29.38,0.00,2.17,73.97,206.33,25.21,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,6.00
27.51,24.86,31.20,30.14,0.76,3.43,76.18,202.81,24.68,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,4.00
27.95,25.68,31.48,30.68,0.00,4.18,74.41,226.77,26.19,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,8.00,2.00,6.00,2.00,62.00,6.00
27.58,25.50,30.59,29.82,0.00,3.21,73.27,232.56,27.29,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,6.00,2.00
27.54,25.26,31.07,29.99,0.00,4.19,75.07,227.69,26.24,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,18.00,6.00,16.00,12.00,70.00,4.00
27.41,25.25,30.50,29.86,0.00,3.57,75.86,202.53,24.75,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,20.00,5.00,15.00,5.00,155.00,0.00
27.00,25.02,29.74,28.90,0.00,2.48,75.02,199.85,24.50,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,15.00,0.00
27.00,24.83,30.09,29.22,0.00,3.54,76.52,205.14,24.94,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,45.00,15.00,40.00,30.00,175.00,0.00
27.66,24.61,31.80,29.55,0.00,3.46,71.06,249.03,29.68,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,4.00
27.31,24.37,30.96,28.71,0.00,2.42,69.15,254.05,30.14,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,3.00
27.25,24.18,31.40,28.95,0.00,3.45,71.64,249.39,29.70,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,3.00
27.96,25.56,31.26,30.30,0.00,3.78,69.96,220.18,27.01,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,5.00
27.62,25.32,30.64,29.44,0.00,2.74,68.57,231.18,28.17,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,3.00
27.55,25.14,30.89,29.66,0.00,3.75,70.62,220.82,27.04,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,3.00
28.85,25.58,32.96,32.26,1.18,2.55,72.05,240.64,28.99,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,5.00
28.48,25.44,32.07,31.38,1.28,1.82,71.53,238.18,28.88,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,4.00
28.46,25.15,32.64,31.54,1.07,2.55,72.50,242.31,29.12,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,1.00
28.60,26.11,32.06,31.55,0.00,4.92,70.13,247.32,29.80,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,20.00,5.00,15.00,5.00,155.00,4.00
28.18,25.84,31.30,30.45,0.23,3.61,68.20,248.22,30.09,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,15.00,2.00
28.22,25.71,31.74,30.90,0.00,4.85,70.72,248.45,29.88,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,45.00,15.00,40.00,30.00,175.00,2.00
28.25,25.54,32.06,30.68,0.00,3.79,69.10,248.57,30.05,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,8.00,2.00,6.00,2.00,62.00,0.00
27.73,25.32,30.80,29.55,0.00,3.30,67.37,254.74,30.81,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,6.00,0.00
27.89,25.09,31.78,30.09,0.00,3.73,69.72,248.93,30.05,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,18.00,6.00,16.00,12.00,70.00,0.00
28.38,25.57,32.00,31.07,0.00,4.88,67.96,246.48,29.51,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,2.00
27.83,25.23,31.04,29.86,0.00,3.47,66.28,248.74,29.91,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,3.00
28.04,25.21,31.74,30.50,0.00,4.79,68.46,247.76,29.58,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,3.00
30.01,26.92,33.96,33.98,0.12,2.84,68.16,267.68,31.89,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,2.00
29.64,26.85,33.06,33.04,0.34,2.05,67.26,266.73,31.68,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,3.00
29.63,26.43,33.70,33.22,1.50,2.82,68.64,268.92,31.98,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,0.00
30.12,27.22,33.79,35.71,1.93,1.01,73.22,240.45,29.84,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,3.00
29.51,26.64,32.93,34.35,0.13,1.00,74.03,241.92,30.10,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,2.00
29.76,26.80,33.56,34.90,1.50,1.00,73.75,242.93,30.03,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,0.00
30.48,27.35,34.66,35.60,2.25,1.53,69.65,260.38,31.84,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,2.00
29.76,26.78,33.66,34.06,4.20,1.00,70.46,260.83,31.95,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,2.00
30.07,26.92,34.32,34.74,3.37,1.50,70.19,262.27,31.98,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,1.00
30.46,27.47,34.22,36.10,4.15,2.55,71.46,256.93,31.39,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,2.00
29.88,27.04,33.58,34.62,4.80,1.57,71.18,256.68,31.40,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,2.00
30.06,27.08,33.87,35.25,0.59,2.52,72.15,258.64,31.50,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,1.00
31.06,28.02,34.98,36.47,1.03,3.87,67.61,277.47,32.51,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,2.00
30.64,27.62,34.26,35.11,1.74,2.55,66.31,272.17,32.44,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,3.00
30.64,27.59,34.53,35.61,0.15,3.80,68.30,279.08,32.62,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,3.00
30.28,27.85,33.68,36.32,4.79,1.92,73.57,230.69,28.85,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,3.00
29.49,27.06,32.63,34.41,4.17,1.72,74.32,229.05,28.36,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,3.00
29.92,27.43,33.40,35.50,5.32,1.86,74.07,232.81,29.04,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,2.00
28.79,26.85,31.54,34.50,12.42,1.67,82.09,175.80,23.04,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,4.00
28.32,26.32,31.05,33.50,11.87,1.31,83.86,183.26,23.67,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,2.00
28.52,26.56,31.37,33.81,12.15,1.65,82.48,176.79,23.08,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,2.00
29.61,27.06,33.43,35.87,7.36,0.47,78.54,243.82,29.73,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,12.00,3.00,9.00,3.00,93.00,0.00
29.10,26.60,32.84,34.90,9.54,0.47,80.42,236.38,28.82,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,9.00,0.00
29.38,26.79,33.36,35.25,7.89,0.49,78.76,246.72,30.00,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,27.00,9.00,24.00,18.00,105.00,3.00
29.52,27.11,32.22,35.91,1.47,2.84,79.40,234.06,28.83,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,16.00,4.00,12.00,4.00,124.00,0.00
29.02,26.68,31.45,35.09,0.89,2.52,81.92,233.50,28.81,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,12.00,0.00
29.25,26.81,32.04,35.22,6.63,2.78,79.75,236.75,29.04,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,36.00,12.00,32.00,24.00,140.00,0.00
29.05,26.97,31.86,34.41,11.88,2.01,78.74,187.92,23.98,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,5.00
28.66,26.42,31.77,33.69,8.58,1.42,80.17,191.41,23.94,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,1.00
28.75,26.66,31.63,33.74,11.97,1.98,79.43,189.24,24.07,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,0.00
30.06,26.86,33.85,35.82,2.85,1.12,73.73,247.78,30.68,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,5.00
29.55,26.26,33.08,34.90,3.20,1.10,75.54,250.33,30.70,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,5.00
29.74,26.52,33.59,35.13,1.16,1.11,74.47,249.61,30.78,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,2.00
29.88,27.28,33.66,35.84,4.11,0.76,75.09,235.85,28.96,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,3.00
28.92,26.04,32.28,33.94,5.72,0.97,77.81,237.93,29.25,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,2.00
29.50,26.87,33.31,35.00,5.08,0.75,75.88,237.48,29.03,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,8.00
29.24,26.78,32.69,34.23,9.71,0.77,76.00,196.43,24.74,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,20.00,5.00,15.00,5.00,155.00,12.00
