tave,tmin,tmax,heat_index,pr,wind_speed,rh,solar_rad,uv_rad,dentist_nearest,doctors_nearest,hospital_nearest,optician_nearest,pharmacy_nearest,pop_count_total,pop_density_mean,dentist_count,doctors_count,hospital_count,optician_count,pharmacy_count,case_total
25.71,23.64,28.44,26.75,0.88,3.16,70.68,201.36,23.51,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,8.00
25.58,23.35,28.69,26.63,0.38,3.90,71.54,201.02,23.49,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,9.00
27.55,25.09,30.65,30.47,1.52,2.10,78.37,193.86,23.23,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,7.00
27.57,25.04,30.49,30.44,1.18,1.50,77.48,196.23,23.62,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,5.00
27.26,24.71,30.52,30.00,2.91,2.15,79.06,195.33,23.35,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,0.00
28.20,25.61,31.52,31.41,0.45,2.96,74.93,234.71,28.02,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,2.00
28.39,25.64,31.67,31.64,0.12,2.04,74.15,233.96,27.95,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,5.00
27.88,25.23,31.25,30.81,0.36,3.00,75.40,236.57,28.16,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,4.00
27.55,25.43,30.28,29.93,0.84,4.07,72.92,195.39,23.53,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,4.00
27.34,25.22,29.87,29.37,0.31,3.52,71.60,194.17,23.27,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,4.00
27.18,25.08,29.91,29.35,0.44,4.08,73.75,195.99,23.52,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,3.00
28.55,26.16,31.90,32.85,1.32,1.69,77.57,205.63,26.02,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,6.00
28.47,26.04,31.78,32.63,2.89,1.04,77.37,204.76,25.84,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,3.00
28.25,25.82,31.74,32.22,0.01,1.74,78.23,208.08,26.21,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,3.00
28.98,26.32,32.38,32.87,0.00,3.76,73.03,242.83,28.59,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,3.00
28.73,26.22,31.81,32.14,0.00,2.75,72.14,242.36,29.19,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,2.00
28.59,25.95,31.97,32.11,0.67,3.76,73.72,244.00,28.60,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,0.00
29.84,26.56,33.87,34.15,0.00,2.64,70.84,270.00,31.51,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,42.00,3.00,12.00,3.00,111.00,3.00
29.57,26.40,33.28,33.36,0.00,1.51,70.30,260.68,30.89,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2.00
29.41,26.12,33.48,33.31,0.00,2.64,71.52,271.90,31.66,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,36.00,3.00,21.00,21.00,120.00,0.00
29.48,25.97,33.55,32.85,0.00,3.23,68.54,282.99,33.65,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,56.00,4.00,16.00,4.00,148.00,0.00
29.16,25.48,33.17,31.93,0.00,1.86,67.82,283.44,33.25,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00
29.02,25.51,33.11,32.06,0.00,3.20,69.25,283.82,33.71,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,48.00,4.00,28.00,28.00,160.00,0.00
28.97,26.31,32.59,31.99,0.00,3.80,68.21,257.91,30.72,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,2.00
28.70,26.20,32.02,31.13,0.00,2.84,66.39,261.23,31.04,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,4.00
28.55,25.87,32.14,31.27,0.00,3.74,69.00,258.77,30.73,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,2.00
29.36,26.28,33.32,33.06,0.24,1.42,69.63,263.30,31.44,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,3.00
29.07,26.08,32.84,32.19,0.41,1.04,68.60,264.76,31.46,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00
28.99,25.82,32.97,32.37,0.30,1.45,70.25,263.97,31.50,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,1.00
29.39,26.85,32.48,33.64,1.35,2.33,71.79,253.04,30.44,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,1.00
28.51,26.21,31.24,31.58,1.30,1.47,71.29,255.58,31.20,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,4.00
29.02,26.47,32.18,32.90,1.73,2.31,72.42,254.01,30.46,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,1.00
28.89,26.02,32.21,32.38,0.00,2.31,70.71,225.55,28.04,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,70.00,5.00,20.00,5.00,185.00,0.00
28.28,25.56,31.27,31.02,0.00,1.51,70.27,223.68,27.57,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,20.00,2.00
28.53,25.57,31.94,31.71,0.00,2.26,71.11,229.12,28.35,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,60.00,5.00,35.00,35.00,200.00,2.00
30.27,26.55,34.54,34.16,0.00,2.70,65.97,296.67,35.36,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,28.00,2.00,8.00,2.00,74.00,0.00
29.80,26.09,33.92,33.19,0.00,1.64,66.63,298.88,35.65,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00
29.87,26.06,34.26,33.36,0.00,2.68,66.13,297.51,35.42,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,24.00,2.00,14.00,14.00,80.00,0.00
30.59,27.62,34.24,36.10,0.00,4.05,70.18,266.23,32.02,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,0.00
30.30,27.42,33.72,34.99,1.65,2.84,68.63,261.51,31.74,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,3.00
30.23,27.24,33.93,35.35,0.33,4.03,70.73,267.42,32.07,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,2.00
31.01,28.14,34.76,36.90,1.08,4.07,69.15,257.58,30.57,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,2.00
30.99,28.25,34.50,36.23,2.15,2.64,66.97,256.84,30.47,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,5.00
30.63,27.74,34.44,36.11,0.00,4.00,69.87,259.05,30.70,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,0.00
30.74,27.83,34.58,36.39,5.01,2.73,69.81,253.36,31.17,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,0.00
30.54,27.79,34.19,35.59,4.20,1.95,68.85,254.79,31.25,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,4.00
30.37,27.45,34.27,35.66,4.17,2.68,70.72,254.77,31.26,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,0.00
31.33,28.15,35.30,37.29,0.00,1.27,67.42,265.89,32.53,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,1.00
30.38,27.32,33.89,35.34,1.44,0.94,68.84,264.15,31.63,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,1.00
30.89,27.70,34.91,36.44,2.93,1.26,68.40,267.80,32.70,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,0.00
31.29,28.29,35.84,38.39,0.56,0.66,71.59,259.65,33.29,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,14.00,1.00,4.00,1.00,37.00,1.00
30.34,26.91,34.50,36.06,0.00,0.25,71.53,258.77,32.74,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00
30.88,27.88,35.49,37.51,0.00,0.67,72.66,261.75,33.42,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,12.00,1.00,7.00,7.00,40.00,2.00
29.35,27.28,31.98,34.72,6.86,2.51,76.89,205.97,26.33,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,84.00,6.00,24.00,6.00,222.00,0.00
28.74,26.45,31.27,33.45,6.12,2.29,78.14,207.05,26.01,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00
29.05,26.94,31.77,34.02,9.22,2.49,77.36,207.59,26.47,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,72.00,6.00,42.00,42.00,240.00,0.00
28.20,26.19,30.90,32.49,11.72,1.10,79.58,166.78,21.41,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,0.00
27.77,25.70,30.50,31.73,12.27,1.35,81.69,170.23,21.80,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,5.00
27.96,25.93,30.77,31.93,11.10,1.09,79.95,168.19,21.49,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,0.00
29.41,26.95,32.38,34.83,0.60,2.55,76.51,242.77,29.84,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,0.00
29.02,26.65,31.58,34.23,0.66,1.88,78.22,245.33,30.43,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,2.00
29.13,26.59,32.21,34.15,0.06,2.50,76.82,244.88,30.00,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,2.00
28.39,26.21,31.12,33.01,5.11,1.82,80.30,210.07,26.55,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,2.00
27.85,25.49,30.56,31.83,5.80,1.53,81.47,212.74,26.53,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,7.00
28.14,25.89,30.99,32.45,2.44,1.79,80.73,212.61,26.76,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,0.00
29.31,26.57,32.49,34.35,1.74,1.30,75.97,253.37,29.97,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,42.00,3.00,12.00,3.00,111.00,0.00
28.88,26.04,32.01,33.78,2.51,1.25,78.42,259.86,30.52,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00
29.04,26.27,32.39,33.71,0.52,1.28,76.26,254.68,30.06,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,36.00,3.00,21.00,21.00,120.00,0.00
28.46,26.54,31.37,32.73,26.61,1.25,78.22,193.51,24.56,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,56.00,4.00,16.00,4.00,148.00,0.00
28.14,26.15,31.25,32.22,24.27,1.10,79.89,198.34,24.84,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00
28.18,26.21,31.15,32.12,27.92,1.19,78.74,193.61,24.52,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,48.00,4.00,28.00,28.00,160.00,0.00
28.92,26.73,31.65,33.44,15.39,2.01,76.05,212.59,26.47,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,5.00
28.87,26.27,31.91,33.45,15.50,1.48,76.83,216.98,26.74,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,5.00
28.63,26.41,31.45,32.84,13.48,2.02,76.72,213.68,26.53,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,4.00
28.65,26.60,31.33,33.40,16.83,1.66,79.02,208.89,26.90,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,1.00
28.21,25.88,31.06,32.50,16.35,1.33,80.40,213.49,27.28,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,3.00
28.37,26.29,31.18,32.78,14.06,1.68,79.52,210.53,26.99,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,2.00
26.85,25.96,28.07,30.08,37.10,5.80,87.31,158.80,21.43,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,0.00
26.08,25.21,27.18,28.25,44.29,4.60,89.51,153.56,20.57,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,6.00
26.59,25.66,27.85,29.48,34.28,5.65,87.74,162.25,21.73,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,4.00
28.14,27.05,29.80,33.25,21.72,6.28,84.83,208.56,26.45,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,84.00,6.00,24.00,6.00,222.00,2.00
27.36,26.22,28.91,31.55,26.83,5.46,87.69,204.00,25.53,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,24.00,10.00
27.89,26.76,29.63,32.61,16.68,6.14,85.12,212.19,26.82,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,72.00,6.00,42.00,42.00,240.00,0.00
28.85,27.58,30.82,34.55,12.65,6.05,81.78,222.67,26.77,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,14.00,1.00,4.00,1.00,37.00,0.00
28.27,26.90,30.02,33.71,11.51,5.33,85.17,227.66,27.02,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
28.60,27.30,30.67,33.89,10.64,5.98,82.07,225.83,27.01,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,12.00,1.00,7.00,7.00,40.00,0.00
28.92,27.46,30.97,34.99,2.95,5.88,82.54,226.48,28.38,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,6.00
28.06,26.79,29.96,33.43,3.80,5.53,86.64,224.20,28.01,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,2.00
28.69,27.19,30.82,34.35,2.20,5.74,82.64,229.64,28.64,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,3.00
28.09,26.09,30.75,32.09,5.74,0.97,79.56,188.19,24.60,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,4.00
27.47,25.35,30.04,30.96,6.49,0.79,81.93,183.10,23.73,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,3.00
27.89,25.82,30.67,31.63,6.03,0.97,79.87,191.70,24.92,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,2.00
28.52,25.99,31.89,32.83,9.78,0.64,78.06,229.68,27.88,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,1.00
28.11,25.42,31.66,32.18,9.40,0.40,79.84,230.59,27.98,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,3.00
28.27,25.70,31.74,32.28,8.58,0.66,78.38,231.68,28.03,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,5.00
27.79,25.94,30.32,31.46,10.27,1.31,80.06,185.52,23.70,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,11.00
27.57,25.41,30.24,31.05,12.07,0.99,81.39,183.15,23.37,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,4.00
27.55,25.66,30.23,30.95,8.10,1.33,80.48,188.29,23.91,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,1.00
27.95,25.75,30.45,32.01,5.40,0.93,80.59,155.00,20.18,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,28.00,2.00,8.00,2.00,74.00,4.00
27.64,25.18,30.44,31.49,6.76,0.48,82.84,161.32,20.82,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,8.00,2.00
27.71,25.52,30.33,31.49,10.19,0.95,81.18,155.15,20.13,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,24.00,2.00,14.00,14.00,80.00,3.00
28.14,25.87,30.93,32.03,22.02,1.24,78.99,202.68,25.55,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,70.00,5.00,20.00,5.00,185.00,0.00
27.66,25.21,30.63,31.13,19.71,0.71,80.62,203.49,25.80,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00
27.90,25.58,30.79,31.54,21.26,1.23,79.46,205.47,25.72,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,60.00,5.00,35.00,35.00,200.00,0.00
27.20,25.73,29.11,30.57,27.84,2.29,84.37,135.44,17.92,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,13.00
26.74,25.24,28.73,29.54,27.10,2.56,85.59,136.48,17.86,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00
26.96,25.49,28.94,30.08,28.60,2.24,84.94,137.10,18.08,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,4.00
28.42,26.13,31.29,32.56,8.41,1.42,77.50,201.67,25.04,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,4.00
28.18,25.59,31.23,31.96,8.47,0.82,77.48,201.31,25.06,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,2.00
28.18,25.83,31.18,32.06,6.98,1.46,78.22,203.28,25.15,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,6.00
28.90,26.27,31.88,33.22,7.15,1.89,75.50,212.46,25.92,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,7.00
28.99,25.84,32.28,33.30,5.67,1.28,75.28,212.08,26.02,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,3.00
28.61,25.95,31.74,32.66,5.71,1.92,76.17,214.28,26.04,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,10.00
28.56,26.58,31.16,33.78,10.16,1.16,81.25,206.26,24.89,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,56.00,4.00,16.00,4.00,148.00,7.00
28.23,26.19,30.67,32.99,6.42,0.85,81.94,218.83,26.64,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00
28.33,26.31,31.04,33.21,13.07,1.16,81.72,207.01,24.86,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,48.00,4.00,28.00,28.00,160.00,17.00
28.59,26.38,31.08,33.35,5.79,1.25,79.54,206.80,25.64,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,42.00,3.00,12.00,3.00,111.00,0.00
28.32,26.05,31.15,32.92,6.15,0.95,81.21,208.80,25.50,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00
28.34,26.09,30.99,32.76,6.30,1.27,79.79,207.26,25.64,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,36.00,3.00,21.00,21.00,120.00,0.00
28.04,26.32,30.31,32.10,7.53,1.77,79.95,166.73,20.94,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,5.00
27.76,25.80,30.24,31.38,7.10,1.19,79.85,166.79,21.12,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,2.00
27.79,26.05,30.14,31.55,7.67,1.76,80.67,167.50,20.94,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,9.00
27.82,26.19,29.96,31.87,9.48,2.86,82.45,134.49,17.45,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,10.00
27.57,25.84,29.75,31.31,9.88,2.45,83.74,131.27,16.78,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,2.00
27.56,25.91,29.81,31.30,9.13,2.80,83.08,136.76,17.66,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,6.00
28.14,26.09,30.60,31.99,4.24,1.99,78.35,184.13,22.65,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,14.00
28.29,26.18,30.94,32.19,3.43,1.58,77.92,186.30,22.89,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,7.00
27.87,25.82,30.40,31.42,4.36,2.05,78.90,184.94,22.70,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,8.00
28.16,26.08,30.79,31.32,1.13,2.98,73.96,197.62,24.08,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,15.00
28.31,26.13,30.91,31.40,0.87,2.39,72.99,198.89,24.37,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,4.00
27.86,25.76,30.51,30.78,1.43,3.02,74.66,199.01,24.16,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,4.00
28.69,26.35,31.81,32.54,2.49,2.89,74.21,189.51,23.43,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,10.00
28.89,26.42,32.09,32.68,2.78,2.36,72.78,197.22,24.05,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,2.00
28.38,26.03,31.51,31.93,3.80,2.94,74.92,190.14,23.45,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,3.00
28.72,26.57,31.56,32.93,0.21,2.72,76.20,183.16,22.73,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,15.00
28.84,26.51,31.68,32.94,1.39,2.01,74.88,183.65,22.44,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,8.00
28.40,26.25,31.24,32.26,3.22,2.78,76.78,184.64,22.86,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,4.00
28.64,26.44,31.65,32.76,2.18,2.02,76.21,185.18,22.47,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,9.00
28.50,26.04,31.39,32.22,3.34,1.57,75.48,186.50,22.44,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,3.00
28.29,26.08,31.34,32.05,4.98,2.08,77.04,185.96,22.52,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,3.00
28.20,26.18,30.48,32.31,2.41,2.32,79.39,159.38,19.73,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,22.00
28.18,26.02,30.67,32.18,3.36,1.88,79.17,156.68,19.30,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,6.00
27.91,25.88,30.24,31.68,7.50,2.39,79.96,160.61,19.82,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,5.00
28.74,26.24,31.62,33.05,0.00,0.88,76.61,195.64,23.94,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,28.00,2.00,8.00,2.00,74.00,10.00
28.27,26.00,31.14,32.28,0.00,0.55,78.42,188.84,22.97,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,8.00,6.00
28.49,25.95,31.55,32.49,0.00,0.93,77.06,197.84,24.13,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,24.00,2.00,14.00,14.00,80.00,3.00
26.88,25.03,29.65,28.76,0.00,3.89,71.85,186.00,22.18,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,70.00,5.00,20.00,5.00,185.00,0.00
26.63,24.83,29.05,28.17,0.00,3.33,70.52,191.33,22.44,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00
26.55,24.69,29.31,28.27,0.00,3.81,72.62,186.28,22.20,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,60.00,5.00,35.00,35.00,200.00,0.00
26.91,24.66,29.79,28.61,1.34,3.46,70.71,175.98,21.05,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,6.00
26.31,24.25,28.82,27.45,0.98,3.05,69.59,184.84,21.77,9770.12,9939.38,10000.00,9998.30,445.01,0.00,0.00,0.00,0.00,0.00,0.00,28.00,6.00
26.55,24.35,29.38,28.09,4.98,3.47,71.52,175.10,20.94,811.06,4328.02,636.42,901.38,204.64,0.00,0.00,84.00,7.00,49.00,49.00,280.00,3.00
27.22,25.23,29.87,29.75,5.70,3.83,76.50,145.53,18.10,150.91,1049.26,799.78,1327.64,80.64,0.00,0.00,98.00,7.00,28.00,7.00,259.00,6.00
